Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year
Ekaterinburg (Uktus),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Yelizovo (Avachinskiy),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitorafik,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Erbogaçen,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Jigansk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhukovsky,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulf Lawrence (Lawrence),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeyskaya,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Zonalnoe,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Zыrjanka,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivanovo (Yuzhny),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Igarka,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhevsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhma,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiga,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Inta,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshkar-Ola,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Irkutsk,2009,47519,44477,50046,53467,57350,80021,97859,103162,79261,69111,67635,68173,818081
Harbin,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazan,2009,31229,31685,36345,44341,51869,70822,77053,77317,75376,65633,58944,56419,677033
Kazachinskoye (Kazachinsko),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliningrad (Hrabrovo),2009,113357,76101,78058,87174,104887,127746,284793,175333,86786,77236,70859,116575,1398905
Kaluga,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Karatayka,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Starobachaty,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
cedar,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo,2009,12285,11349,13771,12792,16720,23606,26957,27984,24638,20114,16824,18822,225862
Keperveem,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-kut,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirov,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kogalym,2009,13537,12895,13508,12977,13977,13786,13705,14030,13251,12687,12204,13323,159880
Kodinsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolpaşevo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Komsomolsk-on-Amur,2009,241,279,233,261,487,1840,2741,3407,2055,1588,856,1272,15260
Kondinskoye,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Koryaki (Koryaksky),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotkin,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotlas,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar (Paszkowski),2009,77579,80546,92052,104152,124500,151993,181145,194549,173685,143683,122164,131459,1577507
Krasnoselkup,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk (Emelyanovo),2009,43078,42710,51511,52145,63400,101122,129764,137843,102696,80521,72155,79722,956667
Krasnoyarsk (Cheremshanka),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Mound,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurilsk (Clear),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Kursk (Eastern),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
red,2009,290,110,297,394,667,929,1319,708,617,871,1030,657,7889
Labozhskoe,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Zabaykalsk,2009,4165,4488,4922,6596,5751,6549,6211,6047,4596,5714,5513,5505,66057
Лешуконское,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipetsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Magadan-13),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Falcon),2009,8446,8505,10449,12278,14028,20979,25292,27329,23328,19135,13794,16688,200251
Magnitogorsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Maikop,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Mom,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Manila,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
brand,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Makhachkala (Uytash),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezhdurechensk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezen,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Milkovo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral water,2009,42020,39397,46876,48666,54747,64338,78749,81441,70619,65895,53523,58752,705023
Peaceful,2009,26172,19767,25565,27763,28710,43946,34913,33879,31174,27192,24300,29398,352779
Moscow (Bykovo),2009,492,413,319,461,522,395,376,506,420,535,535,452,5426
Moscow (Vnukovo),2009,431688,412792,489673,547677,646584,759082,838368,921507,817987,697670,573554,648780,7785362
Moscow (Domodedovo),2009,1116835,936097,1103559,1236364,1520093,1802021,2087511,2239466,1959278,1722568,1469854,1563059,18756705
Moscow (Ostafyevo),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Moscow (Sheremetyevo),2009,971129,824525,958494,1013850,1211442,1378942,1549613,1627427,1463433,1320839,1140491,1223653,14683838
Мотыгино,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Murmansk,2009,20436,20337,23259,25102,29319,32733,34842,34024,33461,32890,28792,28654,343849
Cape Schmidt,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape-Stone,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nadym,2009,9459,10651,9329,9102,14128,14686,14205,14035,12021,10427,10041,11644,139728
Nazran (Magas / Sleptsovskaya),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nalchik,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Naryan-Mar,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelkan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerungri (Chulman),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nes,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nižneangarsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhnevartovsk,2009,28035,25970,27335,33302,38778,53250,61685,62504,48827,39702,37766,41559,498713
Nizhneudinsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nizhny Novgorod (Strigino),2009,14920,14333,15743,16607,23953,33716,35396,36442,34993,27750,20880,24976,299709
lower Pesha,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikolaevsk-on-Amur,2009,3369,3362,3272,4566,3841,4253,5533,6388,4678,4596,5062,4447,53367
Nikolskoye,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Novokuznetsk,2009,5637,4503,5955,6230,6943,7800,9483,10993,9616,9530,8400,7735,92825
Novosibirsk (North),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Novosibirsk (Tolmachyovo),2009,102301,89246,100512,111678,123476,163325,198212,212579,168713,144666,131754,140587,1687049
New Urengoy,2009,27198,30123,32052,33710,37674,38265,40767,39248,37066,32197,28127,34221,410648
Nogliki,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Norilsk,2009,17685,15500,17337,21340,34499,43930,48090,49339,44395,28695,21578,31126,373514
Norilьsk (But),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Noyabrsk,2009,12672,12513,12731,12996,13415,14285,15518,14197,14046,12268,11413,13278,159332
Нюрба,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Luengo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Olekminsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
SUV,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
ohm,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Omolon,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Omsk (central),2009,25748,23370,27425,29273,36493,52505,66306,66289,50339,39050,36659,41223,494680
Omsukçan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle (South),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Orenburg (central),2009,13509,13707,18180,17169,20617,25657,29046,34629,24164,20831,18918,21493,257920
Orsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ossora,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Okha,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Okhotsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Palana,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Pahachi,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Pevek,2009,500,709,874,1407,1514,2143,1946,1753,2649,1841,1191,1502,18029
Penza,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bakharevka),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Perm (Bolshoye Savino),2009,30783,27905,32942,37351,47708,57010,63664,68319,60044,52530,44517,47525,570298
Gerbil (Kolguev Island),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Besovets),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrozavodsk (Sands),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Petropavlovsk (Yelizovo),2009,24147,21252,23959,27182,33215,46366,59230,64459,48493,39927,31678,38173,458081
Pechora,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
pioneer,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Plast,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Podkamyennaya Tunguska,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Pauline Osipenko,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Polar,2009,4103,3145,3117,3560,5228,6074,5655,6938,5348,4102,3062,4576,54908
Providence (Providence Harbor),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Pskov (crosses),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogachevo (Amderma-2),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Rostov-on-Don,2009,67756,59412,67022,76930,92438,109153,123831,141563,119825,105278,85797,95364,1144369
Sabetta,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakkırır,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Salekhard,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Kurumoch),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Samara (Smyshlyaevka),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangar,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Petersburg (Pulkovo),2009,377469,334215,390870,434420,550800,719041,800076,832020,702196,589405,510322,567349,6808183
Saransk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratov (central),2009,10463,10416,11774,13206,14438,17101,20019,19438,16241,15462,13390,14723,176671
Saskılah,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Svetlogorsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
North-Yenisei,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
North Even,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymçan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Simferopol,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
sheaf,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Sobolevo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Sovetskaya Gavan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Soviet,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Solovki,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Sochi,2009,54785,44111,51732,57527,77907,148035,225924,262726,197960,108017,71117,118167,1418008
Среднеколымск,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Stavropol (Shpakovskoye),2009,4477,5413,6477,7505,6226,6908,8142,6742,6419,6393,5905,6419,77026
Stary Oskol,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Strezhevoy,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsearn,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Surgut,2009,56006,52509,57974,61589,76378,96023,110597,109975,89810,75689,67398,77632,931580
Syktyvkar,2009,9983,10861,12739,12471,13619,17728,19664,20206,18011,15833,13903,15002,180020
Taganrog (Southern),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Taz,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Таксимо,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Talakan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tambov,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Container,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarko-Sale,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Shalym,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigil,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiksi,2009,478,836,953,931,1092,1278,1409,2909,1486,1211,859,1222,14664
Tilichiki,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobolsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolka,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomsk (Bogashevo),2009,18900,17312,18317,19904,19612,21731,23469,25161,21153,21391,22163,20828,249941
Troitsky-Pechora,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tugur,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Travel (Mountain),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Turukhansk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyumen (Plekhanovo),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyumen (Roschino),2009,49625,47074,49424,52753,59149,76392,85847,90797,77912,67802,60206,65180,782161
Uda,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulan Ude (Mukhino),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulyanovsk (Barataevka),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulyanovsk (East),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Nyagan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Flora,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Urengoy,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kamchatsk,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kara,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kuyga,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Kut,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Maya,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Nera,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Khairyuzovo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-Tsilma,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ufa,2009,68540,65392,73682,76513,95549,122150,136540,135500,119757,100033,92183,98713,1184552
Ukhta,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Khabarovsk (MVL),2009,889,930,1106,1214,1768,1308,2036,1749,1480,1274,1274,1366,16394
Khabarovsk (New),2009,62536,57963,63707,68019,76898,96525,119398,124403,104601,92306,85789,86559,1038704
royal,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Khanty-Mansiysk,2009,16434,13678,15124,25674,15833,19347,20649,22204,18247,18799,19802,18708,224499
Harwell,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Khatanga,2009,555,572,610,799,872,1875,1404,1412,1629,738,666,1012,12144
Herpuchi,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Honuu (Girl),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Khorey Vere,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
remedy,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheboksary,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Chyegdomyn,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelyabinsk (Balandino),2009,35230,32091,34925,36509,43109,59146,67515,71655,58345,48033,42934,48136,577628
Cherepovets,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherskiy,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Chizha,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Reads (tub),2009,7542,7820,7606,8861,9731,14708,19168,19864,14189,11297,8909,11790,141485
Çokurdah,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Çumikan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Şarıpovo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakhtars'k,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Şoyna,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Shushenskoe,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Egvekinot (Bay Cross),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekimçan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Elista,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
ESSO,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
South kurilsk (Mendeleevo),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuzhno-(Khomutovo),2009,44263,37909,38445,41435,45509,58211,72003,72106,62553,56264,49781,52589,631068
Yakutsk,2009,26608,24008,33497,37185,35791,56487,67635,73406,54520,43217,35900,44387,532641
Yakutsk (Magan),2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Yamburg,2009,6116,6007,5905,5755,5657,5701,5487,5636,5440,5603,5800,5737,68844
Yaroslavl (Tunoshna),2009,707,610,490,899,221,197,111,140,614,548,596,467,5600
Yartsevo,2009,0,0,0,0,0,0,0,0,0,0,0,0,0
Abakan,2008,4446,5220,5015,5826,7396,8916,10751,12022,8268,5889,4432,7107,85288
Aikhal,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Loss,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Amderma,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Anadyr,2008,3545,4537,5477,5627,6655,9281,9521,9742,8468,7848,6415,7011,84127
Anapa (Vitjazevo),2008,11988,12341,15088,18540,32033,90366,131079,137885,80771,21654,11534,51207,614486
Antypayuta,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Apatite (Khibiny),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Vaskovo),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkhangelsk (Talagy),2008,28268,30109,32927,37036,39179,49630,53686,53059,43787,38972,34522,40107,481282
Astrakhan (Narimanovo),2008,13315,14671,16147,22243,17010,5153,18659,23788,23300,23359,14513,17469,209627
Achinsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Trip,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Auctions,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Baykit,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnaul (Titov Name),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
In Salah,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
white Mountain,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgorod,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Novy Urengoy,2008,5565,5330,5661,8115,10419,11376,11920,11993,10380,9706,9597,9097,109159
Belushi,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Usinsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beringovsky (Branch PCF ""A / P Chukotka"")",2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Biisk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Blagoveshchensk,2008,9469,9265,9698,10836,11073,15946,23584,23643,13634,7648,5072,12715,152583
Bovanenkovo,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogorodskoe,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Boguçanı,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodaybo,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Bratsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryansk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Bugulma,2008,1786,1817,2222,1713,1916,2126,2514,2650,1916,1582,1393,1967,23602
Petrel,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanavara,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Varandey,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Верхневилюйск,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Vizhas,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Viljujsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Витим,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladivostok (Knevichi),2008,66327,62943,70627,71917,79353,95514,115662,127433,96511,82549,67488,85120,1021444
Vladikavkaz (Beslan),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Volgograd (Gumrak),2008,25192,27802,31644,35979,42609,49326,53948,57633,46266,35071,27684,39378,472532
Vologda,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Volokovaya,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorkuta,2008,861,1099,1471,1868,2058,2339,2842,2652,2762,1920,2427,2027,24326
Voronezh (Chertovitskoe),2008,9232,11983,13027,14358,16461,21576,24415,26677,21130,14488,10320,16697,200364
Vuktyl,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelendzhik,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorno-Altaisk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrible (North),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kervan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Distance,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
deputy,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Dixon,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Dudinka,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeisk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekaterinburg (Koltsovo),2008,154538,147920,164313,182005,207584,264382,281078,295995,239555,186964,158576,207537,2490447
Ekaterinburg (Uktus),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Yelizovo (Avachinskiy),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitorafik,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Erbogaçen,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Jigansk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhukovsky,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulf Lawrence (Lawrence),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeyskaya,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Zonalnoe,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Zыrjanka,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivanovo (Yuzhny),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Igarka,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhevsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Izhma,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiga,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Inta,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshkar-Ola,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Irkutsk,2008,70363,66081,75233,76771,77235,98127,117728,121401,86210,65618,58416,83017,996200
Harbin,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazan,2008,38966,44893,52856,61191,68375,81344,87169,90181,90181,57394,47716,65479,785745
Kazachinskoye (Kazachinsko),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliningrad (Hrabrovo),2008,109983,100337,122300,137239,169434,192596,236172,241452,183938,144621,119382,159769,1917223
Kaluga,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Karatayka,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Starobachaty,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
cedar,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo,2008,14886,14947,16259,18380,20563,28503,34453,35221,29658,20589,15406,22624,271489
Keperveem,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Ust-kut,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirov,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kogalym,2008,16361,15729,16875,16575,17260,17444,17503,18062,16716,16061,15283,16715,200584
Kodinsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolpaşevo,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Komsomolsk-on-Amur,2008,1219,1214,821,1083,1320,2431,4268,3742,2925,2622,1616,2115,25376
Kondinskoye,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Koryaki (Koryaksky),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotkin,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotlas,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar (Paszkowski),2008,96897,98097,110119,120168,134879,165156,190205,207721,164860,123184,101167,137496,1649949
Krasnoselkup,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk (Emelyanovo),2008,69055,64483,69567,72348,82066,112581,142797,140177,94213,64031,43364,86789,1041471
Krasnoyarsk (Cheremshanka),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Mound,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurilsk (Clear),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Kursk (Eastern),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
red,2008,1641,1468,1479,1396,1558,2458,1835,2676,1828,478,412,1566,18795
Labozhskoe,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Zabaykalsk,2008,3730,3911,4584,5014,6011,6035,6210,6178,4733,5688,6118,5292,63504
Лешуконское,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipetsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Magadan-13),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Magadan (Falcon),2008,9820,10658,12413,12757,14735,20627,25398,27082,22304,17094,12889,16889,202666
Magnitogorsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Maikop,2008,0,0,7,0,0,0,0,0,0,0,0,1,8
Mom,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Manila,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
brand,2008,0,0,0,0,0,0,0,0,0,0,0,0,0
Makhachkala (Uytash),2008,0,0,0,0,0,0,0,0,0,0,0,0,0
